date,account_value,gross_traded_notional,daily_turnover,transaction_cost,daily_return,condition,seed
2019-01-02,1000000.0,0.0,0.0,0.0,0.0,Base FinRL,0
2019-01-03,1000073.1600487268,12015.133377075195,0.012015133377075195,12.015133377075195,7.316004872692794e-05,Base FinRL,0
2019-01-04,1001905.0027538813,11781.719303131104,0.011780857415028576,11.781719303131103,0.0018317086972567953,Base FinRL,0
2019-01-07,1003706.9161412123,13094.836917877197,0.013069938648758253,13.094836917877197,0.001798487264140114,Base FinRL,0
2019-01-08,1004510.4368003749,12511.551902770996,0.012465343918194876,12.511551902770996,0.0008005530760430979,Base FinRL,0
2019-01-09,1004567.8805900665,13468.10987496376,0.013407635582028564,13.46810987496376,5.718585649994168e-05,Base FinRL,0
2019-01-10,1005501.0099008161,13422.513343334198,0.01336147969956001,13.422513343334199,0.0009288862691900768,Base FinRL,0
2019-01-11,1007956.2221847532,12841.80227136612,0.012771545871080578,12.84180227136612,0.002441780027828244,Base FinRL,0
2019-01-14,1006581.4821958664,13277.757250785828,0.013172950331122698,13.277757250785827,-0.0013638885882434337,Base FinRL,0
2019-01-15,1012777.7287511758,11928.452033758163,0.01185045845244057,11.928452033758164,0.006155732710075412,Base FinRL,0
2019-01-16,1011794.1162776875,13553.722858905792,0.013382722066389097,13.553722858905793,-0.0009712027087139807,Base FinRL,0
2019-01-17,1012679.0774553696,12926.012182950974,0.012775338356883093,12.926012182950974,0.0008746455068724401,Base FinRL,0
2019-01-18,1007990.6794793573,12731.293053627014,0.012571893047911916,12.731293053627015,-0.004629697680526013,Base FinRL,0
2019-01-22,1001455.966238878,11910.483216047287,0.01181606482928913,11.910483216047288,-0.006482910381527152,Base FinRL,0
2019-01-23,1000106.2642168037,9712.535856723785,0.00969841529148876,9.712535856723786,-0.001347739758487121,Base FinRL,0
2019-01-24,1002161.7405180722,10310.431405067444,0.010309335891563161,10.310431405067444,0.0020552579008972227,Base FinRL,0
